full_name,age,birthday,league,season,position,club_name,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Alfie Mawson,26,758966400,Premier League,2018/2019,Defender,Fulham,1131,547,584,England,15,7,6,0,0,0,0,0,0,0,0,3,2,1,25,10,15,2,0,0,0,0,0,0,0,1.99,45,75,566,0,0.16,302,324,160,11
Diego Rico,27,730454400,Premier League,2018/2019,Defender,AFC Bournemouth,607,148,459,Spain,12,1,4,0,0,0,0,0,0,0,0,0,0,0,18,3,15,1,0,0,0,0,0,0,0,2.67,34,51,607,0,0.15,303,325,172,21
Jason Puncheon,33,520153200,Premier League,2018/2019,Midfielder,Huddersfield Town,391,248,143,England,11,3,2,0,0,0,0,0,0,0,0,3,2,1,8,6,2,1,0,0,0,0,0,0,0,1.84,49,36,391,0,0.23,305,326,-1,19
Tyias Browning,25,770022000,Premier League,2018/2019,Defender,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Elias Kachunga,28,703926000,Premier League,2018/2019,Forward,Huddersfield Town,1181,611,570,Congo DR,20,7,6,0,0,0,0,0,0,0,0,2,1,1,28,14,14,2,0,0,0,0,0,0,0,2.13,42,59,591,0,0.15,306,319,-1,12
Erik Durm,27,705654000,Premier League,2018/2019,Defender,Huddersfield Town,2051,868,1183,Germany,28,8,13,0,0,0,1,0,1,0,0,3,1,2,43,17,26,0,0,0.04,0.04,0,0,0,0,1.89,48,73,0,2051,0,307,220,156,13
Ryan Schofield,20,944899200,Premier League,2018/2019,Goalkeeper,Huddersfield Town,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kadeem Harris,26,739522800,Premier League,2018/2019,Midfielder,Cardiff City,366,133,233,England,13,1,2,1,1,0,0,0,0,0,0,4,1,3,5,1,4,1,0,0.25,0,0.25,0.68,0,366,1.23,73,28,366,0,0.25,78,292,-1,11
Brian Murphy,36,421138800,Premier League,2018/2019,Goalkeeper,Cardiff City,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dwight McNeil,20,943257600,Premier League,2018/2019,Forward,Burnley,1599,941,658,England,21,11,8,3,3,0,4,2,2,0,0,4,3,1,22,12,10,2,0,0.39,0.23,0.17,0.29,0,533,1.24,73,76,800,400,0.11,111,53,-1,6
Matěj Vydra,27,704703600,Premier League,2018/2019,Forward,Burnley,311,91,220,Czech Republic,13,1,2,1,1,0,1,0,1,0,0,1,1,0,4,0,4,1,0,0.58,0.29,0.29,0.99,0,311,1.16,78,24,311,311,0.29,66,25,-1,12
Nathaniel Chalobah,25,787219200,Premier League,2018/2019,Midfielder,Watford,266,67,199,England,9,1,2,0,0,0,0,0,0,0,0,1,1,0,5,2,3,2,0,0,0,0,0,0,0,1.69,53,30,133,0,0.68,-1,-1,-1,19
Victor Wanyama,28,677833200,Premier League,2018/2019,Midfielder,Tottenham Hotspur,509,302,207,Kenya,13,3,1,1,1,0,0,0,0,0,0,6,4,2,3,3,0,2,0,0.18,0,0.18,0.3,0,509,0.53,170,39,255,0,0.35,106,295,-1,11
Paulo Dino Gazzaniga,28,694339200,Premier League,2018/2019,Goalkeeper,Tottenham Hotspur,270,0,270,Argentina,3,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,15
Danny Drinkwater,30,636624000,Premier League,2018/2019,Midfielder,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oleksandr Zinchenko,23,850636800,Premier League,2018/2019,Midfielder,Manchester City,1153,613,540,Ukraine,14,8,6,0,0,0,3,2,1,0,0,10,6,4,4,2,2,1,0,0.23,0.23,0,0,0,0,0.31,288,82,1153,384,0.08,284,52,-1,20
Floyd Ayité,31,598176000,Premier League,2018/2019,Midfielder,Fulham,465,296,169,Togo,16,3,0,1,0,1,0,0,0,0,0,3,1,2,13,7,6,0,0,0.19,0,0.19,0,0.53,465,2.52,36,29,0,0,0,99,297,-1,9
Junior Stanislas,30,628070400,Premier League,2018/2019,Midfielder,AFC Bournemouth,1027,559,468,England,23,6,5,2,1,1,3,3,0,1,0,7,4,3,24,8,16,1,0,0.44,0.26,0.18,0.16,0.19,514,2.1,43,45,1027,342,0.09,103,34,-1,7
Sergio Germán Romero,33,540979200,Premier League,2018/2019,Goalkeeper,Manchester United,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Florin Andone,27,734511600,Premier League,2018/2019,Forward,Brighton & Hove Albion,874,415,459,Romania,23,3,5,3,2,1,0,0,0,0,0,3,3,0,13,5,8,5,0,0.31,0,0.31,0.43,0.2,291,1.34,67,38,175,0,0.51,59,298,-1,3
Alfie Whiteman,21,907311600,Premier League,2018/2019,Goalkeeper,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gary Cahill,34,503827200,Premier League,2018/2019,Defender,Chelsea,22,1,21,England,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,15
Cesc Fabregas,32,547110000,Premier League,2018/2019,Midfielder,Chelsea,175,73,102,Spain,6,0,1,0,0,0,0,0,0,0,0,3,2,1,2,0,2,1,0,0,0,0,0,0,0,1.03,88,29,175,0,0.51,-1,-1,-1,18
Grady Diangana,22,892969200,Premier League,2018/2019,Midfielder,West Ham United,604,326,278,England,17,3,3,0,0,0,1,1,0,0,0,2,1,1,11,8,3,0,0,0.15,0.15,0,0,0,0,1.64,55,36,0,604,0,298,98,-1,18
Sead Kolašinac,26,740559600,Premier League,2018/2019,Defender,Arsenal,1891,1127,764,Bosnia and Herzegovina,24,13,9,0,0,0,5,3,2,0,0,5,5,0,26,10,16,5,0,0.24,0.24,0,0,0,0,1.24,73,79,378,378,0.24,285,46,76,22
Marc Navarro Ceciliano,24,804668400,Premier League,2018/2019,Defender,Watford,84,0,84,Spain,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.14,42,42,0,0,0,-1,-1,-1,15
Tim Ream,32,560415600,Premier League,2018/2019,Defender,Fulham,2051,943,1108,USA,26,12,13,0,0,0,0,0,0,0,0,5,3,2,47,18,29,1,0,0,0,0,0,0,0,2.06,44,79,2051,0,0.04,266,303,167,12
Danilo,28,679561200,Premier League,2018/2019,Defender,Manchester City,806,450,356,Brazil,11,5,4,1,0,1,0,0,0,0,0,5,3,2,7,2,5,1,0,0.11,0,0.11,0,0.25,806,0.78,115,73,806,0,0.11,147,305,18,13
Jose Izquierdo,27,710492400,Premier League,2018/2019,Forward,Brighton & Hove Albion,794,365,429,Colombia,15,4,5,0,0,0,1,0,1,0,0,5,3,2,8,4,4,1,0,0.11,0.11,0,0,0,0,0.91,99,53,794,794,0.11,265,133,-1,21
Ivan Ricardo Neves Abreu Cavaleiro,26,750927600,Premier League,2018/2019,Forward,Wolverhampton Wanderers,682,331,351,Portugal,23,3,3,3,2,1,1,0,1,0,0,5,4,1,10,7,3,1,0,0.53,0.13,0.4,0.54,0.26,227,1.32,68,30,682,682,0.13,34,118,-1,6
Steven Defour,32,577090800,Premier League,2018/2019,Midfielder,Burnley,452,172,280,Belgium,6,2,4,0,0,0,0,0,0,0,0,1,0,1,12,5,7,0,0,0,0,0,0,0,0,2.39,38,75,0,0,0,264,288,-1,14
Oliver Skipp,19,969087600,Premier League,2018/2019,Midfielder,Tottenham Hotspur,216,191,25,England,8,2,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,-1,-1,-1,16
Aron Einar Gunnarsson,31,609231600,Premier League,2018/2019,Midfielder,Cardiff City,2274,1240,1034,Iceland,28,14,13,1,1,0,1,1,0,0,0,8,4,4,37,20,17,5,0,0.08,0.04,0.04,0.07,0,2274,1.46,61,81,455,2274,0.2,239,231,-1,9
Gerard Deulofeu,26,763545600,Premier League,2018/2019,Forward,Watford,2082,949,1133,Spain,30,12,14,10,3,7,5,3,2,0,0,6,3,3,28,11,17,3,0,0.65,0.22,0.43,0.28,0.56,208,1.21,74,69,694,416,0.13,29,60,-1,1
Zeze Steven Sessegnon,19,958633200,Premier League,2018/2019,Defender,Fulham,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Damián Emiliano Martínez,27,715417200,Premier League,2018/2019,Goalkeeper,Arsenal,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dejan Lovren,30,615625200,Premier League,2018/2019,Defender,Liverpool,985,540,445,Croatia,13,6,5,1,1,0,0,0,0,0,0,6,3,3,7,3,4,1,0,0.09,0,0.09,0.17,0,985,0.64,141,76,985,0,0.09,179,302,15,12
Loïc Damour,29,663321600,Premier League,2018/2019,Midfielder,Cardiff City,21,4,17,France,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,8.57,11,11,0,0,0,-1,-1,-1,15
Ben Wilmot,20,941702400,Premier League,2018/2019,Defender,Watford,26,0,26,England,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,6.92,13,13,0,0,0,-1,-1,-1,17
Domingos Quina,20,942912000,Premier League,2018/2019,Midfielder,Watford,335,217,118,Portugal,8,2,1,1,1,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0.27,0,0.27,0.41,0,335,1.34,67,42,0,0,0,69,300,-1,13
Juninho Bacuna,22,870937200,Premier League,2018/2019,Midfielder,Huddersfield Town,1414,722,692,Netherlands,21,8,8,1,0,1,0,0,0,0,0,2,2,0,36,15,21,4,0,0.06,0,0.06,0,0.13,1414,2.29,39,67,354,0,0.25,203,291,-1,7
Divock Origi,25,798188400,Premier League,2018/2019,Forward,Liverpool,366,176,190,Belgium,12,2,2,3,2,1,1,0,1,0,0,7,4,3,2,0,2,0,0,0.98,0.25,0.74,1.02,0.47,122,0.49,183,31,0,366,0,2,39,-1,7
André Filipe Tavares Gomes,26,744015600,Premier League,2018/2019,Midfielder,Everton,1986,972,1014,Portugal,27,12,12,1,1,0,1,1,0,0,0,10,6,4,27,13,14,7,0,0.09,0.05,0.05,0.09,0,1986,1.22,74,74,284,1986,0.32,222,204,-1,11
Yerry Fernando Mina González,25,780303600,Premier League,2018/2019,Defender,Everton,890,360,530,Colombia,13,4,6,1,0,1,0,0,0,0,0,4,3,1,12,3,9,3,0,0.1,0,0.1,0,0.17,890,1.21,74,68,297,0,0.3,161,307,69,9
Connor Wickham,27,733564800,Premier League,2018/2019,Forward,Crystal Palace,61,49,12,England,6,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,1.48,1.48,0,0,0,0,0,0,10,0,61,0,-1,-1,-1,16
Emile Smith Rowe,19,964767600,Premier League,2018/2019,Midfielder,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Zechariah Medley,19,962953200,Premier League,2018/2019,Defender,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Caglar Söyüncü,23,832834800,Premier League,2018/2019,Defender,Leicester City,371,191,180,Turkey,6,2,2,0,0,0,0,0,0,0,0,2,2,0,3,1,2,1,0,0,0,0,0,0,0,0.73,124,62,371,0,0.24,267,299,16,20
Jason Steele,29,650962800,Premier League,2018/2019,Goalkeeper,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leander Dendoncker,25,797929200,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,1469,635,834,Belgium,19,7,10,2,1,1,0,0,0,0,0,4,4,0,19,6,13,1,0,0.12,0,0.12,0.14,0.11,735,1.16,77,77,1469,0,0.06,145,308,-1,7
Matthew Connolly,32,559465200,Premier League,2018/2019,Defender,Cardiff City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Stefano Okaka,30,618649200,Premier League,2018/2019,Forward,Watford,22,9,13,Italy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4.09,22,11,22,0,4.09,-1,-1,-1,16
Collin Quaner,28,677228400,Premier League,2018/2019,Forward,Huddersfield Town,37,9,28,Germany,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4.86,19,19,0,0,0,-1,-1,-1,15
Joe Powell,21,909734400,Premier League,2018/2019,Forward,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Conor Coventry,20,953971200,Premier League,2018/2019,Midfielder,West Ham United,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Robbie Brady,28,695376000,Premier League,2018/2019,Midfielder,Burnley,715,390,325,Republic of Ireland,16,4,2,0,0,0,1,0,1,0,0,2,1,1,12,8,4,4,1,0.13,0.13,0,0,0,0,1.51,60,45,143,715,0.63,268,120,-1,13
Faustino Marcos Alberto Rojo,30,637920000,Premier League,2018/2019,Defender,Manchester United,211,211,0,Argentina,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,1.71,53,42,106,0,0.85,-1,-1,-1,21
Danny Simpson,33,536745600,Premier League,2018/2019,Defender,Leicester City,291,26,265,England,6,0,3,0,0,0,0,0,0,0,0,3,1,2,4,0,4,0,0,0,0,0,0,0,0,1.24,73,49,0,0,0,269,318,74,21
Fousseni Diabaté,24,813999600,Premier League,2018/2019,Midfielder,Leicester City,55,0,55,Mali,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.64,55,55,0,0,0,-1,-1,-1,22
Juan Marcos Foyth,22,884592000,Premier League,2018/2019,Defender,Tottenham Hotspur,930,450,480,Argentina,12,5,5,1,0,1,0,0,0,0,0,4,3,1,10,2,8,4,1,0.1,0,0.1,0,0.19,930,0.97,93,78,186,0,0.48,159,310,26,14
Michael Obafemi,19,962866800,Premier League,2018/2019,Forward,Southampton,134,64,70,Republic of Ireland,6,1,0,1,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,1.34,0.67,0.67,0,1.29,134,1.34,67,22,134,134,0.67,-1,-1,-1,16
Viktor Gyökeres,21,896943600,Premier League,2018/2019,Forward,Brighton & Hove Albion,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Marc Pugh,33,544348800,Premier League,2018/2019,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Edward Nketiah,20,928047600,Premier League,2018/2019,Forward,Arsenal,62,4,58,England,5,0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,1.45,0,1.45,0,1.55,62,2.9,31,12,0,0,0,-1,-1,-1,14
Andy Carroll,31,600076800,Premier League,2018/2019,Forward,West Ham United,454,180,274,England,12,1,2,0,0,0,0,0,0,0,0,2,1,1,6,2,4,2,0,0,0,0,0,0,0,1.19,76,38,227,0,0.4,270,316,-1,17
Freddie Woodman,23,857462400,Premier League,2018/2019,Goalkeeper,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ryan Giles,20,948873600,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jack Simpson,23,850896000,Premier League,2018/2019,Defender,AFC Bournemouth,403,240,163,England,6,2,2,0,0,0,0,0,0,0,0,2,1,1,9,2,7,0,0,0,0,0,0,0,0,2.01,45,67,0,0,0,272,312,163,18
Yann Valery,21,919670400,Premier League,2018/2019,Defender,Southampton,1715,1070,645,France,23,12,8,2,1,1,1,1,0,0,0,3,1,2,26,17,9,5,1,0.16,0.05,0.1,0.08,0.14,858,1.36,66,75,343,1715,0.26,163,207,95,7
José Diogo Dalot Teixeira,21,921744000,Premier League,2018/2019,Defender,Manchester United,1015,525,490,Portugal,16,6,6,0,0,0,2,2,0,0,0,2,0,2,18,8,10,3,0,0.18,0.18,0,0,0,0,1.6,56,63,338,508,0.27,283,73,132,17
Rafael Euclides Soares Camacho,19,958978800,Premier League,2018/2019,Midfielder,Liverpool,0,0,0,Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Josh Knight,22,873615600,Premier League,2018/2019,Defender,Leicester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Laurent Koscielny,34,495183600,Premier League,2018/2019,Defender,Arsenal,1328,484,844,France,17,5,8,3,2,1,0,0,0,0,0,4,3,1,21,5,16,1,0,0.2,0,0.2,0.37,0.11,443,1.42,63,78,1328,0,0.07,94,265,104,7
Ben White,22,876294000,Premier League,2018/2019,Defender,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emerson Palmieri dos Santos,25,775897200,Premier League,2018/2019,Defender,Chelsea,660,360,300,Italy,10,4,3,0,0,0,0,0,0,0,0,3,2,1,10,3,7,0,0,0,0,0,0,0,0,1.36,66,66,0,0,0,274,264,94,17
Hamza Choudhury,22,875689200,Premier League,2018/2019,Midfielder,Leicester City,596,308,288,England,9,4,3,0,0,0,0,0,0,0,0,4,2,2,4,3,1,0,0,0,0,0,0,0,0,0.6,149,66,0,0,0,275,263,-1,23
Georges-Kevin N'Koudou Mbida,25,792662400,Premier League,2018/2019,Forward,Tottenham Hotspur,4,0,4,France,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22.5,22.5,0,0,0,0,0,0,4,0,4,0,-1,-1,-1,18
Julián Speroni,40,295858800,Premier League,2018/2019,Goalkeeper,Crystal Palace,90,0,90,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,15
Scott Dann,33,540288000,Premier League,2018/2019,Defender,Crystal Palace,660,360,300,England,10,4,3,0,0,0,1,0,1,0,0,3,2,1,7,4,3,1,0,0.14,0.14,0,0,0,0,0.95,94,66,660,660,0.14,276,101,24,14
Timothy Eyoma,20,949132800,Premier League,2018/2019,Defender,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tom Cleverley,30,618908400,Premier League,2018/2019,Midfielder,Watford,470,102,368,England,13,1,3,1,0,1,0,0,0,0,0,4,2,2,7,0,7,2,0,0.19,0,0.19,0,0.24,470,1.34,67,36,235,0,0.38,98,261,-1,11
Alexandre Nascimento Costa Silva,23,858499200,Premier League,2018/2019,Forward,West Ham United,17,0,17,Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,16
Tyreke Johnson,21,910080000,Premier League,2018/2019,Defender,Southampton,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bakayo Sako,0,0,Premier League,2018/2019,Midfielder,Arsenal,7,7,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,17
Ali Koiki,19,966927600,Premier League,2018/2019,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kayne Ramsey,19,971161200,Premier League,2018/2019,Midfielder,Southampton,90,90,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,19
Max Kilman,22,864370800,Premier League,2018/2019,Defender,Wolverhampton Wanderers,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Angel Gomes,19,967705200,Premier League,2018/2019,Midfielder,Manchester United,25,25,0,England,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.6,25,13,0,0,0,-1,-1,-1,19
Joseph Willock,20,935132400,Premier League,2018/2019,Midfielder,Arsenal,64,0,64,England,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,-1,-1,-1,16
Callum Hudson-Odoi,19,973584000,Premier League,2018/2019,Midfielder,Chelsea,391,267,124,England,10,3,1,0,0,0,1,1,0,0,0,3,3,0,5,2,3,0,0,0.23,0.23,0,0,0,0,1.15,78,39,0,391,0,277,51,-1,16
Miguel Ángel Britos Cabrera,34,490431600,Premier League,2018/2019,Defender,Watford,185,13,172,Uruguay,3,0,2,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,2.43,37,62,0,0,0,-1,-1,-1,25
Ethan Ampadu,19,968914800,Premier League,2018/2019,Midfielder,Chelsea,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Callum Slattery,21,918460800,Premier League,2018/2019,Midfielder,Southampton,110,6,104,England,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,-1,-1,-1,18
Samir Nasri,32,551689200,Premier League,2018/2019,Midfielder,West Ham United,246,102,144,France,5,1,2,0,0,0,2,2,0,0,0,1,1,0,2,1,1,0,0,0.73,0.73,0,0,0,0,0.73,123,49,0,123,0,-1,-1,-1,15
Florian Lejeune,28,674722800,Premier League,2018/2019,Defender,Newcastle United,1055,515,540,France,12,6,6,0,0,0,0,0,0,0,0,3,3,0,12,3,9,0,0,0,0,0,0,0,0,1.02,88,88,0,0,0,278,267,35,14
Max Harrison Sanders,21,915436800,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rhys Healey,25,786700800,Premier League,2018/2019,Forward,Cardiff City,49,17,32,England,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.84,49,16,0,0,0,-1,-1,-1,14
Harvey Lewis Barnes,22,881654400,Premier League,2018/2019,Midfielder,Leicester City,1007,601,406,England,16,6,5,1,0,1,2,2,0,0,0,3,3,0,16,7,9,0,0,0.27,0.18,0.09,0,0.22,1007,1.43,63,63,0,504,0,178,82,-1,10
Sam Gallagher,24,811148400,Premier League,2018/2019,Forward,Southampton,30,7,23,England,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,17
Joshua Sims,23,859536000,Premier League,2018/2019,Midfielder,Southampton,209,139,70,England,7,1,1,0,0,0,1,1,0,0,0,1,0,1,5,3,2,0,0,0.43,0.43,0,0,0,0,2.15,42,30,0,209,0,-1,-1,-1,20
Joe Daniel Tupper,22,879580800,Premier League,2018/2019,Goalkeeper,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Callum Roberts,23,861001200,Premier League,2018/2019,Forward,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ryan Guno Babel,33,535363200,Premier League,2018/2019,Forward,Fulham,1260,668,592,Netherlands,16,8,7,5,3,2,3,3,0,0,0,3,2,1,24,12,12,3,0,0.57,0.21,0.36,0.4,0.3,252,1.71,53,79,420,420,0.21,46,61,-1,3
Kazaiah Sterling,21,910598400,Premier League,2018/2019,Forward,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Carl Jenkinson,28,697536000,Premier League,2018/2019,Defender,Arsenal,166,166,0,England,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.08,83,55,0,0,0,-1,-1,-1,18
Konstantinos Mavropanos,22,881827200,Premier League,2018/2019,Defender,Arsenal,150,46,104,Greece,4,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.6,150,38,150,0,0.6,-1,-1,-1,19
Dan Burn,27,705394800,Premier League,2018/2019,Defender,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
James McCarthy,29,658396800,Premier League,2018/2019,Midfielder,Everton,14,14,0,Republic of Ireland,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,22
